Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to runs/io43rumy\runs/io43rumy_0
[2K---------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m848/5,000,000 [0m [ [33m0:00:00[0m < [36m1:07:56[0m , [31m1,227 it/s[0m ]
| rollout/           |          |
|    time_elapsed         | 64           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0050494857 |
|    clip_fraction        | 0.0273       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.22        |
|    explained_variance   | -0.963       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0688       |
|    n_updates            | 345          |
|    policy_gradient_loss | -0.0018      |
|    std                  | 0.983        |
|    value_loss           | 0.733        |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m25,544/5,000,000 [0m [ [33m0:01:07[0m < [36m3:32:20[0m , [31m390 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -239         |
| time/                   |              |
|    fps                  | 377          |
|    iterations           | 25           |
|    time_elapsed         | 67           |
|    total_timesteps      | 25600        |
| train/                  |              |
|    approx_kl            | 0.0072837067 |
|    clip_fraction        | 0.0536       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.21        |
|    explained_variance   | -2.42        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0989       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00463     |
|    std                  | 0.992        |
|    value_loss           | 0.497        |
------------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m26,568/5,000,000 [0m [ [33m0:01:10[0m < [36m3:30:19[0m , [31m394 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -238        |
| time/                   |             |
|    fps                  | 375         |
|    iterations           | 26          |
|    time_elapsed         | 70          |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.007181937 |
|    clip_fraction        | 0.0398      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.541       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.18        |
|    n_updates            | 375         |
|    policy_gradient_loss | -0.00379    |
|    std                  | 0.996       |
|    value_loss           | 1.26        |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m27,577/5,000,000 [0m [ [33m0:01:14[0m < [36m3:32:57[0m , [31m389 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -245        |
| time/                   |             |
|    fps                  | 373         |
|    iterations           | 27          |
|    time_elapsed         | 74          |
|    total_timesteps      | 27648       |
| train/                  |             |
|    approx_kl            | 0.007692419 |
|    clip_fraction        | 0.0467      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.161       |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00453    |
|    std                  | 0.995       |
|    value_loss           | 0.916       |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m28,619/5,000,000 [0m [ [33m0:01:17[0m < [36m3:34:52[0m , [31m386 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -243        |
| time/                   |             |
|    fps                  | 371         |
|    iterations           | 28          |
|    time_elapsed         | 77          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.008214491 |
|    clip_fraction        | 0.0783      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0986      |
|    n_updates            | 405         |
|    policy_gradient_loss | -0.00828    |
|    std                  | 0.997       |
|    value_loss           | 0.485       |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m29,687/5,000,000 [0m [ [33m0:01:20[0m < [36m3:36:15[0m , [31m383 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -243        |
| time/                   |             |
|    fps                  | 370         |
|    iterations           | 29          |
|    time_elapsed         | 80          |
|    total_timesteps      | 29696       |
| train/                  |             |
|    approx_kl            | 0.006874278 |
|    clip_fraction        | 0.0326      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.328       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.108       |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00537    |
|    std                  | 0.994       |
|    value_loss           | 0.392       |
-----------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m30,668/5,000,000 [0m [ [33m0:01:22[0m < [36m3:37:00[0m , [31m382 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -245         |
| time/                   |              |
|    fps                  | 371          |
|    iterations           | 30           |
|    time_elapsed         | 82           |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0060135378 |
|    clip_fraction        | 0.0306       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.24        |
|    explained_variance   | -1.89        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0375       |
|    n_updates            | 435          |
|    policy_gradient_loss | -0.00369     |
|    std                  | 1            |
|    value_loss           | 0.588        |
------------------------------------------
[2K----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m31,673/5,000,000 [0m [ [33m0:01:25[0m < [36m3:38:25[0m , [31m379 it/s[0m ]
| rollout/                |            |
|    ep_len_mean          | 1e+03      |
|    ep_rew_mean          | -244       |
| time/                   |            |
|    fps                  | 372        |
|    iterations           | 31         |
|    time_elapsed         | 85         |
|    total_timesteps      | 31744      |
| train/                  |            |
|    approx_kl            | 0.00655057 |
|    clip_fraction        | 0.0542     |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.26      |
|    explained_variance   | -0.912     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0536     |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.00719   |
|    std                  | 1.01       |
|    value_loss           | 0.449      |
----------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m32,652/5,000,000 [0m [ [33m0:01:27[0m < [36m3:40:58[0m , [31m375 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -241         |
| time/                   |              |
|    fps                  | 373          |
|    iterations           | 32           |
|    time_elapsed         | 87           |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0035188217 |
|    clip_fraction        | 0.0486       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.28        |
|    explained_variance   | 0.0171       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0604       |
|    n_updates            | 465          |
|    policy_gradient_loss | -0.00377     |
|    std                  | 1.01         |
|    value_loss           | 0.281        |
------------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m33,733/5,000,000 [0m [ [33m0:01:30[0m < [36m3:45:18[0m , [31m367 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -237        |
| time/                   |             |
|    fps                  | 371         |
|    iterations           | 33          |
|    time_elapsed         | 90          |
|    total_timesteps      | 33792       |
| train/                  |             |
|    approx_kl            | 0.008312727 |
|    clip_fraction        | 0.0892      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.28       |
|    explained_variance   | 0.591       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0246      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0106     |
|    std                  | 1.01        |
|    value_loss           | 0.291       |
